47.672,0.70405946.8453,0.8121216.03632,0.04308316.02048,0.05756065.96977,0.03109485.97458,0.04136795.97136,0.04650475.91527,0.03870975.89468,0.05695025.90257,0.02845075.8985,0.04650655.84288,0.0413866
47.672,0.70405946.8321,0.8297765.66728,0.03801455.6508,0.05232785.61317,0.03368615.60447,0.04395345.61623,0.04133755.56036,0.04129035.55181,0.05953895.56001,0.03103715.55387,0.04133915.49918,0.0517333
47.672,0.70405946.8321,0.8272545.33779,0.03548025.32073,0.04971155.28298,0.03627735.27402,0.04395345.28741,0.04133755.23173,0.05419355.22213,0.06212755.23063,0.03362355.22249,0.0335885.18192,0.0517333
47.672,0.71397546.8321,0.8171655.02148,0.03041165.00386,0.05494424.97921,0.03886854.97,0.05170994.9849,0.03875394.9294,0.06451614.91883,0.05953894.9276,0.03620994.91763,0.0335884.87788,0.0491466
47.672,0.72389146.8321,0.822214.7447,0.02787734.72661,0.04186234.68865,0.03886854.6792,0.05170994.69554,0.03875394.6402,0.06193554.64189,0.05436164.65091,0.03620994.63927,0.04133914.60028,0.04656
47.672,0.72389146.8321,0.8247324.48111,0.0253434.46255,0.04971154.4245,0.03627734.42806,0.05170994.44564,0.03358674.39045,0.06451614.39134,0.04918434.40058,0.04138284.38742,0.05167384.34911,0.0439733
47.672,0.72389146.8321,0.8196884.24387,0.0253434.2249,0.04971154.19997,0.04145984.19013,0.05170994.20889,0.03875394.16698,0.06451614.15397,0.04918434.16342,0.03620994.16209,0.05425754.12439,0.05432
47.672,0.72389146.8321,0.8272544.033,0.02280874.01365,0.04971153.98865,0.03886853.97865,0.05170993.99844,0.04392113.95666,0.06967743.95616,0.0440073.96579,0.04138283.96326,0.05167383.9261,0.0517333
47.672,0.72389146.8321,0.8171653.84848,0.02280873.82881,0.05232783.80375,0.04145983.79359,0.05688093.8143,0.04650473.77263,0.07483873.78473,0.03624113.78134,0.03879633.77769,0.05167383.75425,0.0569066
47.672,0.72389146.8321,0.8196883.67715,0.02280873.67038,0.04971153.65847,0.04664223.63498,0.06463733.65647,0.04133753.62804,0.07741933.62648,0.03365243.63641,0.04396923.61863,0.04909013.60884,0.05432
47.672,0.73380746.8321,0.822213.54535,0.0253433.53835,0.05232783.52639,0.04664223.50279,0.06463733.52494,0.03358673.49658,0.06967743.49461,0.03106383.50465,0.0491423.49934,0.04392283.48986,0.0517333
47.672,0.72389146.8321,0.8146433.42673,0.02280873.43273,0.05232783.42073,0.04664223.39705,0.06205183.41972,0.03617033.39142,0.06709683.4023,0.03365243.41243,0.0491423.3933,0.04392283.39733,0.05432
47.6852,0.73380746.8321,0.8146433.33447,0.02027443.34031,0.0601773.32828,0.04145983.30452,0.06463733.32765,0.03617033.31255,0.06709683.32317,0.03882973.3202,0.05690133.31376,0.04392283.3048,0.04656
47.6852,0.73380746.8321,0.8146433.26857,0.0253433.2743,0.05756063.26224,0.04664223.23843,0.05946643.26189,0.03875393.24683,0.07483873.25724,0.03624113.25432,0.06466063.26074,0.04650653.25192,0.0439733
47.6852,0.74372446.8321,0.8121213.21585,0.03041163.23469,0.0601773.22262,0.0544163.18556,0.05170993.22243,0.03875393.20739,0.07741933.21768,0.03624113.21479,0.06466063.22098,0.04650653.21226,0.0439733
47.6852,0.7536446.8321,0.8045553.1895,0.02787733.20828,0.06279343.19621,0.04923353.17234,0.04653893.19612,0.04392113.1811,0.08258063.20449,0.04141843.18844,0.07241983.19447,0.04909013.19904,0.0439733
47.672,0.76355646.8321,0.8020333.17632,0.03041163.19508,0.06540983.183,0.04923353.15912,0.04136793.18297,0.03875393.1811,0.08258063.1913,0.04141843.18844,0.07759273.19447,0.05425753.18582,0.0413866
47.672,0.7536446.8321,0.7919443.17632,0.03041163.19508,0.07064263.183,0.04664223.15912,0.03878243.19612,0.03875393.1811,0.07483873.1913,0.03624113.18844,0.07500633.19447,0.05425753.19904,0.0362133
47.672,0.7536446.8321,0.7894223.1895,0.03294593.19508,0.07064263.183,0.05182473.17234,0.03878243.19612,0.04650473.1811,0.06193553.1913,0.03365243.20162,0.08276553.19447,0.05425753.19904,0.0336267
47.672,0.74372446.8321,0.7894223.1895,0.03294593.20828,0.07064263.183,0.04923353.17234,0.04136793.19612,0.05167193.1811,0.05161293.20449,0.03365243.20162,0.08017913.19447,0.05425753.19904,0.0336267
47.672,0.74372446.8453,0.7894223.1895,0.03041163.20828,0.07064263.183,0.04923353.18556,0.05170993.20928,0.05167193.1811,0.04903223.1913,0.03365243.20162,0.08276553.20772,0.05167383.21226,0.0362133
47.672,0.7536446.8453,0.7919443.20267,0.03041163.19508,0.06802623.183,0.04664223.18556,0.05429543.20928,0.05167193.1811,0.05419353.20449,0.03106383.20162,0.08017913.20772,0.04133913.19904,0.0439733
47.672,0.76355646.8453,0.7944663.20267,0.03801453.20828,0.06279343.183,0.04923353.17234,0.05429543.20928,0.05167193.1811,0.05419353.20449,0.03106383.20162,0.0853523.22098,0.03875543.21226,0.04656
47.672,0.7536446.8321,0.7944663.20267,0.03801453.20828,0.06279343.183,0.0544163.18556,0.06205183.20928,0.04908833.19425,0.05419353.20449,0.03106383.20162,0.08276553.22098,0.03875543.21226,0.04656
47.672,0.76355646.8321,0.8020333.20267,0.03801453.20828,0.0601773.183,0.05182473.18556,0.05688093.22243,0.04650473.19425,0.05161293.20449,0.03882973.20162,0.08017913.23423,0.04133913.21226,0.0413866
47.672,0.76355646.8321,0.7995113.20267,0.04054883.20828,0.05494423.183,0.05182473.18556,0.04912443.22243,0.04650473.19425,0.05419353.20449,0.0440073.20162,0.08017913.23423,0.04650653.21226,0.0388
47.672,0.77347346.8321,0.7919443.20267,0.03801453.20828,0.04971153.183,0.0544163.18556,0.05170993.22243,0.05683913.19425,0.05677423.20449,0.04659573.18844,0.08017913.23423,0.04392283.21226,0.0439733
47.672,0.76355646.8321,0.7969883.20267,0.03801453.20828,0.05232783.183,0.05700723.18556,0.04912443.22243,0.06200633.19425,0.05677423.20449,0.0440073.18844,0.07759273.23423,0.04650653.21226,0.04656
47.672,0.76355646.8321,0.7969883.21585,0.04308313.20828,0.04709513.183,0.05959843.18556,0.04912443.23558,0.05942273.19425,0.05677423.21768,0.0440073.20162,0.06983343.23423,0.04909013.21226,0.04656
47.672,0.7536446.8321,0.8070773.21585,0.03801453.20828,0.05756063.183,0.0544163.18556,0.04912443.22243,0.06200633.19425,0.05419353.21768,0.04141843.20162,0.07241983.23423,0.04909013.21226,0.0491466
47.672,0.7536446.8321,0.8146433.20267,0.03548023.20828,0.05494423.183,0.04145983.19878,0.04912443.22243,0.06200633.19425,0.05419353.21768,0.04141843.20162,0.08017913.23423,0.05684123.22548,0.04656
